AI1,AI2,AI3,AI4,AI5,TC1,TC2,TC3,TC4,TC5,PC1,PC2,PC3,PC4,PC5,PS1,PS2,PS3,PS4,PS5,PS6,AI,TC,PC,PS,AI_c,PC_c,AIxPC
4.0031147537,5.1020748417,5.2246433459,4.4981133922,3.6452671156,4.3449221471,4.3623932774,5.5521725090,3.9260691453,3.6269250038,3.7948540836,3.3204271144,1.8835992345,3.9424655485,1.8124898797,4.2522757812,4.6833607465,3.9764641915,5.1697471060,4.3704640584,4.1306728434,4.4946426898,4.3624964165,2.9507671721,4.4304974545,0.7046426898,-0.2392328279,-0.1685736633
3.2654539808,3.0817704757,2.6586269283,2.5924397191,2.6592077405,2.9502320819,3.1484378344,2.6406839487,1.3181714055,2.5113509165,2.1956999522,1.6606218388,1.5645426256,1.5286015616,2.1187669858,5.0885978626,4.0484976853,4.3971279511,5.1048698477,4.1685651850,4.7862421342,2.8514997689,2.5137752374,1.8136465928,4.5989834443,-0.9385002311,-1.3763534072,1.2917079908
2.5133687204,2.6712281277,3.3568714396,2.6160055811,3.6860230967,2.4019348587,1.3764652248,1.9293944095,1.2203040834,2.7542059632,3.6080070367,4.4786499507,3.9008333408,4.0941156531,2.4675682071,2.6876762381,2.1136527453,2.0305688277,2.0550753656,1.9078484325,3.1637220576,2.9686993931,1.9364609079,3.7098348377,2.3264239445,-0.8213006069,0.5198348377,-0.4269406677
3.4239141721,4.9510359355,4.5494911059,4.2696276273,3.8334821385,3.9575783633,4.3698530384,3.7986807390,3.7110209262,3.6788865039,3.8708796029,4.0698236727,3.7988976121,3.9217636677,5.0717695514,3.8747579174,3.1099146178,2.7786406979,2.8972714870,3.4858969572,3.0536732253,4.2055101959,3.9032039142,4.1466268214,3.2000258171,0.4155101959,0.9566268214,0.3974881979
2.9062055185,4.2573972178,3.4371572187,2.9486742077,3.7984916140,4.5323362188,3.5076415444,3.5116178421,2.9898639711,4.0314706371,2.4292406511,2.7357964423,2.1131699411,1.5260941018,2.0465124460,4.8853334594,2.3504059090,3.1792340109,3.5450114031,4.1597362745,5.1803067897,3.4695851553,3.7145860427,2.1701627165,3.8833379744,-0.3204148447,-1.0198372835,0.3267710048
2.7742537677,3.6722124948,3.5984556517,4.5896605271,1.9154082043,3.9020747268,3.8116704888,4.5178928005,4.1624792311,3.9482478640,3.4859922438,2.8916032386,4.2638825772,3.9432239086,3.1294350720,4.5454318392,4.5294425344,4.1755899789,4.6668948687,4.7158220665,4.9280000840,3.3099981291,4.0684730223,3.5428274080,4.5935302286,-0.4800018709,0.3528274080,-0.1693578160
4.7315526948,4.1726754693,4.4495497299,4.4813616101,4.4539546494,3.4612478973,4.2026768942,3.3427305067,3.3853771428,4.1268123274,3.8637546527,4.5517232649,4.2926732168,4.4838926851,2.4895422575,3.2011764115,3.5557405924,4.0859192089,4.0924996453,4.4108291516,4.2242130870,4.4578188307,3.7037689537,3.9363172154,3.9283963495,0.6678188307,0.7463172154,0.4984046901
4.5243663259,4.7074132192,4.2100562816,3.9048102010,3.8484610574,4.7108861807,4.8171577200,3.7420318416,3.6829049649,5.3788033251,2.7441801938,4.1965465359,4.1919163605,3.2172178102,4.9980170800,3.9737120912,4.0868170466,4.0336023304,4.1683865178,3.9040730335,4.1900443346,4.2390214170,4.4663568065,3.8695755961,4.0594392257,0.4490214170,0.6795755961,0.3051439971
4.2989715682,4.4847639459,4.2437767138,3.4864757104,4.8523989640,4.2957021109,4.7757501889,4.9012501907,5.1319485155,4.4114542469,2.9512068835,3.0400574218,2.6099096454,2.4459765557,3.5299255525,5.6556710719,4.7238907711,4.8221769944,5.7121355782,4.8961039446,5.1427372554,4.2732773805,4.7032210506,2.9154152118,5.1587859359,0.4832773805,-0.2745847882,-0.1327006172
4.4908494655,4.4032627579,4.5763956837,5.1203069765,3.7062354544,4.9191838176,5.8204851464,5.1860252365,3.9121939218,4.2827436725,3.7264694587,3.6262655193,3.4474130698,4.1211534057,4.1276567248,4.4090923396,4.1635656933,3.5843667052,3.6848465689,4.6626735337,3.9320159822,4.4594100676,4.8241263590,3.8097916357,4.0727601371,0.6694100676,0.6197916357,0.4148947607
2.9186234011,4.6268921601,3.1297999038,2.9346887257,2.9854717121,3.2446093770,3.0941913698,2.4568257546,2.6922234594,2.5688900032,3.3500043754,4.3027108184,2.9433315654,4.5186583536,4.5067717513,3.2800584104,3.1407723858,3.2201640245,2.9348466941,3.6743834965,2.3869923559,3.3190951806,2.8113479928,3.9242953728,3.1062028945,-0.4709048194,0.7342953728,-0.3457832299
3.0779316870,4.1064758454,3.8619726700,4.3428849178,2.3100737570,4.3519955387,3.6531754880,3.5179555489,3.4889899885,1.6282631676,4.9832129940,3.6871272874,3.2097534136,4.2121258772,4.6808318890,2.8244914000,2.7204443277,3.7121518881,2.3103078742,3.2660099209,2.1106706430,3.5398677754,3.3280759463,4.1546102922,2.8240126757,-0.2501322246,0.9646102922,-0.2412801182
3.9382311477,3.1516271772,4.4843841209,2.4383657100,3.6722705800,2.9421421646,3.3330821104,3.1010637219,2.9891147760,2.7418269110,2.6623392255,2.6132332624,3.7806131774,2.1995476388,4.7970439913,2.7729223644,3.4659830757,3.2315387722,4.1494641386,4.1040359137,3.2697161870,3.5369757472,3.0214459368,3.2105554591,3.4989434086,-0.2530242528,0.0205554591,-0.0052010297
3.7138033817,3.6430393761,4.1239009522,4.1982869189,3.1230730272,3.3182675607,4.0475383674,3.0659787313,4.4445385724,4.0254101005,3.5572952537,3.4714327204,3.3720316110,2.6745436183,2.9978479442,3.6645320649,3.7918172394,3.6208233933,4.5480981501,3.6509029655,3.6378953520,3.7604207312,3.7803466665,3.2146302296,3.8190115275,-0.0295792688,0.0246302296,-0.0007285442
3.3213266857,5.1542654702,3.3853459961,4.4602128130,2.8482821798,4.2023031712,3.9069164571,4.3051103481,2.9287413170,4.8370597842,4.0228803346,5.4220013384,4.1347743022,4.0968016842,3.6342469666,3.2343841408,2.8408134916,2.0474033048,3.8384056266,3.5274108951,2.9849369397,3.8338866290,4.0360262155,4.2621409252,3.0788923998,0.0438866290,1.0721409252,0.0470526510
3.2625195238,4.4981048745,3.5858300016,2.7227748959,2.4170479393,1.9783502238,3.3287649410,3.2176345190,3.6118710499,2.6820198668,2.6115370019,2.8841993967,1.4291657179,3.2728989137,1.7580392559,3.0876890384,3.9911253524,4.0049966695,3.9281243150,4.0805412994,4.3079351027,3.2972554470,2.9637281201,2.3911680572,3.9000686296,-0.4927445530,-0.7988319428,0.3936200885
